,GEOID,Longitude,Latitude,"binUninsured rate (% of residents), 2015-2019","binHomicide (crimes), 2017-2021","binMajor crime (crimes), 2016-2020","binViolent crime (crimes), 2016-2020","binEviction rate (% of renter-occupied households), 2018","binSeverely rent-burdened (% of renter-occupied housing units), 2015-2019","binTraffic crashes (number of crashes), 2021","binHigh school graduation rate (% of residents), 2015-2019","binCollege graduation rate (% of residents), 2015-2019","binUnemployment rate (%), 2015-2019","binMedian household income, 2015-2019","binPer capita income, 2015-2019","binPoverty rate (% of residents), 2015-2019","binDemographics, Non-Hispanic White (% of residents), 2016-2020","binPopulation (residents), 2015-2019",indicator,value
127,17031080202,-87.6309008,41.9058588,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",4.132973944
128,17031080300,-87.6357986,41.90749,0.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",2.423131745
129,17031080400,-87.6409015,41.9074122,0.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",1.639344262
130,17031081000,-87.6321089,41.9002655,1.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",5.717502815
131,17031081100,-87.6291049,41.9002207,0.0,0.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",2.166666667
132,17031081201,-87.626212,41.8991538,0.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",1.910422416
133,17031081202,-87.6242374,41.9043769,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",1.878415301
134,17031081300,-87.6207531,41.8983354,0.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",3.671425922
135,17031081401,-87.6197175,41.8950347,0.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",3.057553957
136,17031081402,-87.612931,41.8910215,0.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",0.70783932
137,17031081403,-87.6132562,41.8894126,0.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",0.863905325
138,17031081500,-87.62623,41.892559,0.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",1.371378014
139,17031081600,-87.6288737,41.8921063,0.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",0.717821782
140,17031081700,-87.6318681,41.8920668,0.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",2.112676056
141,17031081800,-87.6377985,41.893257,0.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",1.1781889
142,17031081900,-87.641487,41.89799,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,3.0,0,"Uninsured rate (% of residents), 2015-2019",7.30994152
143,17031090100,-87.8135847,42.0152551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",2.450840695
144,17031090200,-87.8130961,42.005594,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",2.60286783
145,17031090300,-87.8163644,41.9991127,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,0,"Uninsured rate (% of residents), 2015-2019",1.269604182
146,17031100100,-87.7830136,41.989584,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",6.927175844
147,17031100200,-87.7943145,41.9956583,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",0.511971089
148,17031100300,-87.8044027,41.9887024,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",3.050620181
149,17031100400,-87.8180411,41.9889687,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",1.909518214
150,17031100500,-87.8197335,41.9780598,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",1.181506849
151,17031100600,-87.7974007,41.9792049,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",5.822203673
152,17031100700,-87.7976295,41.9721235,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",8.166023166
153,17031110100,-87.7696729,41.9874756,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",5.458832064
154,17031110200,-87.7734442,41.9800699,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",8.336025848
155,17031110300,-87.7832349,41.9752907,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",8.628775089
156,17031110400,-87.7726114,41.9729536,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",11.7873982
157,17031110501,-87.7619249,41.9770023,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",9.280873494
158,17031110502,-87.7598523,41.9702865,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",9.373251259
159,17031120100,-87.7750065,42.0019817,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",3.318903319
160,17031120200,-87.7576108,41.9945319,0.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",3.038853918
161,17031120300,-87.740066,41.9911122,0.0,0.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",3.612884504
162,17031120400,-87.7521624,41.9772355,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",7.298094983
163,17031130100,-87.7208089,41.991104,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",6.923972071
164,17031130200,-87.7328798,41.9809134,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,2.0,0,"Uninsured rate (% of residents), 2015-2019",2.609802673
165,17031130300,-87.7133915,41.9865589,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",13.28734798
166,17031140100,-87.7057941,41.9710844,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",17.59549155
167,17031140200,-87.7130043,41.9706949,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",21.07827727
168,17031140301,-87.7231695,41.9692055,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",31.3138429
169,17031140302,-87.7237891,41.9725485,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",12.97989031
170,17031140400,-87.7389429,41.9715371,2.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",9.233857477
171,17031140500,-87.7318319,41.9653619,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",20.18911321
172,17031140601,-87.7258909,41.9646471,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",26.2993763
173,17031140602,-87.7210166,41.964652,3.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",16.41970364
174,17031140701,-87.7126524,41.9670375,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",22.85336856
175,17031140702,-87.7135753,41.9635482,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",21.55187147
176,17031140800,-87.7027751,41.9644942,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",6.009728542
177,17031150200,-87.7524131,41.9606747,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",9.712369405
178,17031150300,-87.7622859,41.9605179,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",8.44568812
179,17031150401,-87.7722648,41.9645676,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",9.411285394
180,17031150402,-87.7720436,41.9567979,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",9.221902017
181,17031150501,-87.7819639,41.9644762,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",5.68793236
182,17031150502,-87.7818414,41.9567784,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",9.840977184
183,17031150600,-87.7717578,41.9494731,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",10.53408811
184,17031150700,-87.761958,41.9495915,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",12.26580065
185,17031150800,-87.7521182,41.9497086,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",11.84046531
186,17031151001,-87.7543527,41.9423826,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",11.20228327
187,17031151002,-87.7471554,41.9424917,3.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",25.96075225
188,17031151100,-87.7617175,41.9422903,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",16.0262418
189,17031151200,-87.7714953,41.942169,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",7.771017699
190,17031160100,-87.7427951,41.9646284,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",8.435159637
191,17031160200,-87.7384,41.9587937,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",3.618090452
192,17031160300,-87.7308958,41.9572682,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",8.848520363
193,17031160400,-87.7228239,41.9573657,3.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",14.95564005
194,17031160501,-87.7129732,41.9592098,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2,"Uninsured rate (% of residents), 2015-2019",22.39363026
195,17031160502,-87.7130876,41.9555841,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",18.93268973
196,17031160601,-87.7021491,41.9595316,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",15.38002981
197,17031160602,-87.7006348,41.956093,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",12.87817938
198,17031160700,-87.7019833,41.950419,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",17.07662361
199,17031160800,-87.7128146,41.9502131,3.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",21.34090493
200,17031160900,-87.7226082,41.9500821,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",7.329635499
201,17031161000,-87.7306829,41.9499766,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",5.665591893
202,17031161100,-87.738155,41.94988,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",1.030421982
203,17031161200,-87.7385701,41.9425489,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",14.83498879
204,17031161300,-87.7310023,41.9426994,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",21.2869943
205,17031170100,-87.7948168,41.9558596,1.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,0,"Uninsured rate (% of residents), 2015-2019",8.120386144
206,17031170200,-87.7815188,41.9493528,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",11.45444859
207,17031170300,-87.7968278,41.9491248,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",11.81323833
208,17031170400,-87.8127107,41.9489081,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",7.304846025
209,17031170500,-87.8288957,41.9500779,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",4.783475267
210,17031170600,-87.8307016,41.9412943,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",6.088709677
211,17031170700,-87.822164,41.9414866,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2,"Uninsured rate (% of residents), 2015-2019",3.778184034
212,17031170800,-87.8123713,41.9415761,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",7.699828893
213,17031170900,-87.8116057,41.9361959,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,"Uninsured rate (% of residents), 2015-2019",16.46937725
214,17031171000,-87.7965238,41.9418072,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",11.31964809
215,17031171100,-87.7812865,41.9420528,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",3.289309743
216,17031180100,-87.7986731,41.9344789,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",11.94345141
217,17031190100,-87.7443889,41.9352176,3.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",19.07867917
218,17031190200,-87.7516489,41.9351136,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",13.6861939
219,17031190300,-87.7614635,41.9349864,3.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",16.70895252
220,17031190401,-87.7809524,41.9347276,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",11.37915339
221,17031190402,-87.7712318,41.9348596,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3,"Uninsured rate (% of residents), 2015-2019",13.81615599
222,17031190601,-87.7804606,41.9274146,3.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",17.34324759
223,17031190602,-87.7707371,41.9275604,3.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",19.42046856
224,17031190701,-87.7614217,41.9297959,3.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",20.10968921
225,17031190702,-87.7610395,41.9261631,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",22.21123418
226,17031190800,-87.7513624,41.9278186,3.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",17.22054381
227,17031190900,-87.7441048,41.9279225,3.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",17.00223714
228,17031191000,-87.743801,41.9192297,3.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",13.44322344
229,17031191100,-87.7509763,41.9196293,3.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",14.5950628
230,17031191200,-87.7608269,41.9201432,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2,"Uninsured rate (% of residents), 2015-2019",24.27831236
231,17031191301,-87.7802655,41.9201522,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",15.2760181
232,17031191302,-87.7705334,41.9202289,3.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",13.75346809
233,17031200100,-87.7376226,41.9350552,3.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2,"Uninsured rate (% of residents), 2015-2019",14.25964546
234,17031200200,-87.7356282,41.9278523,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",13.92326733
235,17031200300,-87.7341264,41.9234806,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0,"Uninsured rate (% of residents), 2015-2019",18.75977071
236,17031200401,-87.7375419,41.9198285,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2,"Uninsured rate (% of residents), 2015-2019",25.23667839
237,17031200402,-87.7296789,41.9196348,3.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3,"Uninsured rate (% of residents), 2015-2019",14.54098727
238,17031210100,-87.7013309,41.9428681,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",12.89614822
239,17031210400,-87.7303057,41.935745,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",24.12974684
240,17031210501,-87.7223301,41.9374013,3.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",22.45301682
241,17031210502,-87.7220524,41.9337846,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",21.29753915
242,17031210601,-87.712214,41.9376356,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",11.43963393
243,17031210602,-87.712572,41.934163,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",12.43890518
244,17031210700,-87.7038401,41.9357029,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",10.44811321
245,17031210800,-87.6989334,41.9357455,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0,"Uninsured rate (% of residents), 2015-2019",26.69527897
246,17031210900,-87.6933366,41.9354391,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",7.979071288
247,17031220300,-87.6950863,41.9284647,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",4.541015625
248,17031220400,-87.6999684,41.9284314,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",2.511831088
249,17031220500,-87.7049111,41.9283965,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"Uninsured rate (% of residents), 2015-2019",8.549740312
250,17031220601,-87.7128836,41.9258252,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,3.0,1.0,2.0,0,"Uninsured rate (% of residents), 2015-2019",6.203473945
251,17031220602,-87.7119812,41.9293272,2.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3,"Uninsured rate (% of residents), 2015-2019",9.751121991
252,17031220701,-87.7215651,41.9261554,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",14.78369125
253,17031220702,-87.7242313,41.9293687,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,"Uninsured rate (% of residents), 2015-2019",16.65812404
254,17031220901,-87.7212483,41.9191816,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",10.94062708
255,17031220902,-87.7218357,41.9227112,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1,"Uninsured rate (% of residents), 2015-2019",9.793447293
256,17031221000,-87.7152526,41.9209604,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,"Uninsured rate (% of residents), 2015-2019",13.24431613
